days,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80
40.742,2.9503,,0.5235,1.1074,0.9946,2.0416,3.447,1.6054,1.4013,1.2752,1.2,1.7638,1.6188,2.0483,2.0054,1.4658,0.9584,1.098,3.4228,2.7302,0.7034,0.5154,2.0295,3.4309,3.0591,,4.1664,1.6617,1.5544,2.2255,6.1227,0.4615,2.5232,4.4481,0.5017,0.5088,,0.6615,2.1845,4.0368,0.6454,,1.8699,3.6583,0.4685,7.1858,1.3066,0.3719,0.3558,1.5799,0,0.8551,1.894,0.5174,1.5403,0.308,3.296,2.3214,1.1859,1.8221,0,1.8946,1.7013,1.9752,0.6695,0.6534,0.1702,1.0167,2.0395,1.0484,1.4114,1.5403,0,0.9039,0.3724,0,0.4609,0.5335,0.2508,0.9917
40.763,2.6926,,0.6846,0.9221,1.1235,2.1866,2.7705,1.702,1.5383,1.8067,1.3772,1.8121,1.6591,1.5812,0.6926,1.2322,1.9087,0.9772,3.6161,3.1248,0.9047,1.055,1.9168,3.0121,3.9852,,3.6832,2.0161,1.1597,1.9275,4.8019,1.1944,2.338,4.9474,0.3326,0.1786,,0.5326,2.7805,4.4073,0.9031,,1.5881,4.4637,0.7666,6.308,1.0167,0.1464,0.4927,1.733,0.7272,1.0887,1.4189,1.2342,0.8073,0,3.5294,2.4341,1.1294,1.8382,0,1.2181,2.112,1.7819,0.1944,0.2346,0.4843,1.5321,2.7966,1.4108,1.8382,1.0892,0,1.0811,0.8234,0.6865,0.2112,1.0086,0.6615,1.2172
40.784,3.8362,,0.9101,1.4456,1.1154,1.8322,3.1007,2.0161,1.5463,1.3315,1.6913,1.345,0.8376,1.4443,0.3302,1.7638,2.4403,2.0644,2.3195,3.5195,1.5007,1.3611,2.4403,3.157,3.3973,,4.4,2.4591,1.4577,1.7826,5.5751,1.4118,2.7326,4.9313,0.1957,0.4283,,0.6615,3.9241,3.7711,0.7903,,1.5236,4.2624,1.0082,5.6315,1.8463,0.6699,0.9599,1.0726,0.1877,0.7424,0.1544,0.5577,0.5738,0,4.1013,1.508,1.3872,2.0798,0.0578,1.2583,1.6691,1.7254,0.3394,0,0.291,1.6127,2.555,1.1451,1.806,0.6866,0.0176,0.6866,0.163,1.3227,1.0085,1.2744,1.1367,1.7326
40.805,4.2792,,,1.7436,0.8738,1.647,2.2631,2.4027,1.4497,1.3799,2.2228,1.7074,1.1114,1.4282,0.9826,1.4899,2.3839,1.9839,2.4644,3.1651,0.8161,1.5946,1.8846,1.1356,3.5503,,3.3611,2.298,1.949,2.145,7.3147,0.542,2.9823,4.6574,0.7111,1.4189,,1.0159,4.0368,4.8261,0.2427,,1.5075,4.9791,1.4673,4.7214,1.9913,1.129,0.3397,1.3867,0.8158,0.6377,0.3719,0.759,0.1711,0.2113,4.3429,1.2986,1.3066,1.6288,0.8471,1.1537,1.8785,2.3295,0.2346,0.1138,0.2749,0.8878,2.3214,0.4927,1.8543,0.9765,0.2914,0.8476,0.6382,0.9201,1.0166,1.7013,1.04,2.8279
40.825,4.996,,,1.5181,0.8336,1.5181,1.7799,2.8134,1.1114,1.3074,2.1584,2.102,0.9584,2.6201,0.7812,1.7799,2.2389,2.4752,2.6174,2.706,1.5651,1.0309,2.3919,0.7168,3.3007,,2.4591,1.7503,1.6349,1.8067,6.5093,0.4132,3.7071,4.6011,0.534,1.3625,,0.9353,4.3187,4.3107,0,,1.2015,4.5925,1.5316,5.0033,1.1376,0.8551,0,1.6283,1.8145,0.7826,1.0967,1.1456,0.6382,0.3805,4.2543,0.6705,1.5403,1.9509,0.7101,1.4516,3.1429,2.1603,0,0.1622,0.1702,0.7187,2.7321,0.9035,1.5482,0.8234,0,1.2664,0.8637,0.6221,0.7347,0.767,0.6212,2.8118
40.846,5.302,,,1.7034,1.0591,1.8644,2.2792,3.0872,1.3611,1.1866,1.7074,0.7973,0.9181,2.1691,1.353,1.0631,2.3597,2.1289,2.3597,3.5517,1.7987,0.9342,2.8188,1.3772,2.0846,,2.8456,2,1.3852,1.7906,6.155,0.3809,3.4252,4.295,0.8964,1.0645,,1.2494,4.2865,4.1254,0.3313,,1.1532,4.1335,1.129,4.1737,0.9282,0.1626,0.2431,1.6041,0.9205,0.6055,0.8874,0.9121,1.3711,0.1389,3.6664,0.7188,1.4838,2.3053,0.6377,1.21,3.3201,2.9818,0.2266,0.3474,0,0.3563,2.4664,0.9357,1.7819,1.2905,0,1.0167,0.4207,0.8717,0.8072,1.2825,0.7662,2.7232
40.867,5.6242,,,1.0591,1.0671,2.0174,2.5128,2.902,1.0148,1.3154,1.796,0.8537,1.7557,1.2107,1.5141,0.6362,2.247,1.855,2.1664,3.0604,1.7342,1.3369,2.2872,1.4577,2.8336,,1.9517,1.7342,1.8685,1.5812,5.5751,0.6789,3.2883,3.6266,1.138,1.29,,1.4266,3.9724,3.7469,0.4038,,1.2337,4.1415,0.7988,3.8597,0.8154,0.3236,1.2256,0.525,0.3487,1.5075,0.984,0.4046,0.9926,1.1054,3.9564,1.3227,1.516,1.9026,0.8391,0.8717,1.9752,4.1174,0.4118,0.6212,0.6776,0.2919,3.3764,0.6216,2.0959,1.5805,0.1706,0.6866,0.5013,1.2019,0.928,2.1925,0.6132,2.8199
40.888,5.6,,,1.0268,1.043,1.4134,1.4013,2.153,0.9906,1.6617,2.4564,0.8698,1.5785,1.0174,1.7154,0.8537,2.3839,1.9275,1.5544,2.4,1.106,1.2403,2.0376,0.8537,3.5584,,1.3477,1.7584,2.5369,2.0161,4.8986,0.5179,3.1434,3.2239,1.2507,1.9988,,0.9273,3.3039,3.4972,0.6857,,0.2269,5.0113,1.1129,4.0208,1.8865,0.7263,1.2256,0.7343,0.9125,1.427,0.3719,0,0.0262,0.9362,4.0047,1.1376,2.0476,1.9831,0.6458,0.2194,2.4584,3.2717,0.9112,1.1367,0.5246,0.4852,3.3925,1.0887,1.5886,1.3711,0.4766,0.0745,1.0731,1.9187,0.9038,2.1684,0.3716,4.181
40.909,7.2107,,,1.1879,1.0752,2.7987,1.2725,2.153,0.9342,1.2671,2.9315,0.5799,0.8537,1.5973,1.6591,1.2725,2.5852,1.6537,0.9584,2.3356,1.1946,1.1436,1.8201,0.8698,2.4309,,2.6685,2.306,1.9732,2.153,4.4476,0.6548,2.797,2.9259,0.687,1.4753,,1.0722,2.9174,3.5053,1.2897,,0,3.9725,1.6524,2.3536,0.9926,0.5733,1.29,0.9276,0.7756,0.9921,0.7746,0.0423,0.4933,0.8395,3.0866,0.5335,2.0396,1.7254,0.7585,0.751,2.3536,2.8046,0.8387,0.589,0.3796,0.3402,3.0382,1.2337,2.7322,1.2744,0.4685,0.2597,0.3241,1.5805,0.7186,2.4744,0.8709,4.1246
40.93,6.953,,,1.4859,0.5275,2.3154,1.8282,2.1611,0.4027,1.5893,3.1973,0.6523,1.0389,1.2268,1.3128,1.2403,2.9074,1.8953,1.2966,2.4,1.5732,1.6349,1.345,0.9262,1.9235,,2.2255,3.0148,0.7651,1.7745,5.5107,1.0574,3.0628,2.9662,0.5259,1.9263,,2.1434,3.2154,2.8046,1.1044,,0.5733,3.3604,2.0068,2.2086,1.508,0.4122,1.0645,0.9357,0.9689,1.6605,0.1786,1.4114,0.3966,1.3631,2.6517,0.3644,1.202,2.2892,0.8793,1.1859,2.249,3.8114,0.589,0.2024,0.9997,0.8556,3.5697,0.2189,2.2973,1.5241,0.4444,0.8315,0,1.1939,1.3629,2.4503,0.5326,3.585
40.95,7.1946,,,2.1866,0.8819,1.7436,1.2161,3.3933,1.055,0.8242,3.0926,1.0228,1.1597,1.6376,1.8765,1.3852,2.3114,1.8792,2.4725,2.3356,1.2188,1.055,1.6752,1.4416,2.0846,,1.7262,2.8134,0.7732,1.5651,6.0905,1.4038,2.7729,3.0145,0.534,2.3451,,1.7004,1.9429,2.8529,1.5796,,1.274,3.3926,1.8377,2.4341,1.3711,0.8954,1.0807,1.0565,0.4132,1.5799,0,1.057,0.3161,0.8878,2.5308,1.2905,1.2664,2.1201,0.6216,0.6705,3.006,3.0221,0.0091,0.2588,0.7098,0.4771,3.2154,0.2511,2.3697,0.5335,0.396,0.7751,0,1.7496,1.6287,2.8207,1.1206,3.5044
40.971,7.4201,,,2.396,1.4537,1.0268,1.0309,3.0711,1.0309,0.5826,3.4389,1.8523,0.4349,1.7503,2.0295,1.4497,2.1664,2.4913,2.4564,1.8443,1.0819,0.9987,1.4094,1.345,4.0497,,2.0805,2.5799,1.1195,1.8792,4.7697,1.3393,2.2333,2.3058,0.6628,2.4981,,1.636,2.8127,2.7402,1.7971,,1.5961,3.159,1.5558,1.9348,1.6932,0.6296,1.5881,0.4283,0,1.9263,0,1.1617,1.0167,0.896,2.4423,1.2422,0.7832,1.7093,1.0001,1.1215,3.151,2.3697,0.2346,0.3716,1.2172,0.0019,2.9899,0.4122,3.6342,0.2435,0.9196,0.8234,0.3241,2.1764,1.081,2.8288,0.6695,3.6414
40.992,8.3866,,,2.1221,2.0577,1.0188,1.651,3.6188,1.4658,1.0255,3.4228,1.1034,0.6846,1.6779,2.0617,1.1758,2.3356,2.9745,1.1436,1.2322,1.1705,1.2322,1.5141,1.0872,4.4604,,2.0966,3.1758,1.047,2.0161,3.8677,1.0011,1.597,2.2494,0.4695,2.6914,,2.6749,3.1831,1.9268,1.2897,,1.2095,1.5482,1.3142,1.3388,1.6771,1.0324,1.1773,0.8632,0,1.9343,0.5491,2.0476,0.5899,0.6382,2.4745,1.1698,0.3563,1.1617,1.9424,0.9684,2.9577,2.3858,0,0.444,0.9031,0.0422,2.9415,1.3464,4.6973,0.5818,0.5893,0.8556,0.9282,1.8865,1.3468,2.5388,0.4521,2.6185
41.013,7.2188,,,1.7356,2.1302,1.3732,1.0309,3.4819,1.3289,1.3557,3.3342,0.6282,1.0711,1.7906,2.0859,1.4416,2.3839,2.3785,1.5946,1.3611,1.4201,1.643,1.4577,0.443,4.0094,,1.8228,2.7893,1.0792,2.8537,5.3174,0.9125,1.1783,2.4749,0.8481,2.3853,,2.7071,2.4583,1.8543,1.934,,0.7666,1.2342,1.427,1.2986,1.6369,1.5719,1.1773,0.7263,0.2601,1.9746,0.4122,2.2651,0.4207,1.6449,2.4584,1.1133,1.5725,1.5482,1.9827,1.3388,2.5228,2.2651,0,0.8789,0.1058,0.6221,2.8288,0.4202,4.5845,0.7993,0.9679,0.8878,0.8556,1.9268,1.6931,2.2731,0.4521,2.7232
41.034,7.1302,,,1.5826,1.4617,1.6953,0.8537,3.7799,0.894,0.494,3.1168,0.7007,1.3128,2.6282,2.6497,1.7235,3.0201,2.1933,1.7235,0.7248,1.7503,0.6121,0.8617,0.298,5.0886,,1.9758,2.5315,0.8215,1.9919,7.0248,1.283,1.9434,2.7246,0.1877,2.4014,,2.9326,2.0395,2.0878,2.0628,,0.9276,1.7093,1.3948,0.6866,0.9201,2.1035,1.5075,0,0.6226,2.1438,0.2994,2.3295,0.6946,1.8302,2.4019,0.5335,1.0409,1.9026,2.1518,1.1939,3.2234,2.3375,0.3313,0.8789,0.0977,0.2355,3.0462,0.1706,5.1885,1.2664,1.0887,1.0811,0.9121,1.516,1.83,2.1523,0.8306,2.7957
41.055,6.7597,,,1.6711,1.051,1.1477,1.3611,3.5624,1.0309,1.4282,3.7933,0.5638,0.4027,2.4832,2.5208,2.2067,2.9718,3.4658,0.6604,1.7074,1.6376,0.7168,0.4752,0.9262,5.5315,,1.5168,2.604,0.4832,1.8148,2.257,1.2507,3.0548,2.6118,0.4051,2.039,,3.1098,1.4355,1.8784,2.3447,,0.9115,2.1684,1.4914,0.5174,0.6866,2.1276,0.9921,0,0,2.2404,0.2511,2.9818,1.508,1.9429,1.8624,1.0811,0.7349,1.6932,3.376,1.2986,3.2073,1.7658,0.2588,0.8548,0.887,0.2999,2.4261,0.3075,4.4557,1.1376,0.8471,1.4677,0.6946,1.0811,1.8944,2.9899,0.6373,2.3769
41.075,6.8403,,,2.0658,1.1315,0.7611,0.5638,4.3195,1.5705,0.6711,4.204,0.6121,0.1772,2.2819,2.6738,2.3678,2.9799,3.9329,0.2094,1.7638,1.5973,0.8215,0.8456,0.7168,5.7409,,1.3154,2.6926,0.2416,1.4765,2.6435,1.4762,1.5326,1.9111,0.2843,2.6592,,3.7863,1.5805,2.0878,2.6105,,0.1544,1.6691,1.4994,1.1456,1.21,1.9505,1.1853,0.2994,0.2682,1.9746,0.1706,3.1751,1.0248,2.0637,1.6449,0.8395,1.0087,1.1698,2.4417,1.2583,3.5054,1.3792,0.6293,0.8387,0.887,0.0341,1.806,0.2672,5.1241,0.7912,0.7183,1.6047,0.3,1.959,1.8381,2.9818,0.5568,2.9165
41.096,6.2443,,,2.5651,1.7034,1.051,0.6523,4.0456,1.5544,0.7919,4.6389,0.4993,0,2.4913,2.698,2.2631,2.1906,5.5597,0.8859,1.5544,0.2765,0.8215,0.6121,1.3128,8.3906,,1.404,2.5235,1.6752,1.1785,2.3858,1.4118,1.3796,2.0803,0.985,2.5464,,4.0279,1.7979,1.6449,2.5138,,0.5491,1.6449,1.4994,1.355,0.7429,1.8216,0.4766,0.1544,0.2843,1.8297,0.3477,3.0784,0.7671,2.845,1.1456,0.3483,1.1778,1.0167,2.9571,1.0892,2.4503,1.4033,0.0172,1.1769,0.7018,0.1711,2.1845,0.5008,5.6556,1.355,1.1048,0.8073,1.347,3.2234,2.1602,2.0717,0,2.8279
41.117,5.6161,,,2.7423,1.9128,0.5436,0.6846,4.7946,1.055,0.7919,4.4617,0.8617,0.604,2.9262,2.8591,2.7785,2.1342,3.643,1.2725,0.8054,0.5503,0.5074,0.5638,0.7893,9.0993,,1.4846,2.1128,0.2255,1.4926,2.3858,1.2427,1.8306,2.346,0.389,2.1196,,4.6561,2.265,0.767,3.4159,,0.5975,1.3872,1.2417,1.1054,1.5886,1.5156,1.3464,0,1.1138,2.2968,0.082,2.6356,1.2986,2.4019,1.5403,0.896,0.9523,0.9039,3.8672,1.4275,1.7737,0.9362,0,1.032,1.1125,1.4758,1.8543,0.7585,4.818,1.21,1.1853,0.8395,1.7658,2.716,1.7897,1.508,0,2.0226
41.138,6.0188,,,2.8389,1.9852,0.2617,0.9906,4.7221,1.4174,1.1141,4.5745,1.506,0.1047,4.0376,3.7208,2.9799,2.2953,3.2725,1.1114,0.4349,2.5074,1.0792,0.8295,0.9181,9.2926,,2.1047,1.4201,0.5638,1.5007,3.2556,2.1044,0.985,1.8548,0.2762,2.2243,,4.7367,1.8946,0.5576,3.2226,,0.3075,0.9604,2.1276,0.7268,1.7658,1.5075,0.8551,0.2028,0.6145,1.7894,0.2672,2.7402,1.4919,1.7093,0.896,0,0.896,1.0892,3.6659,1.0087,1.9509,1.7335,0.0655,1.4346,0.9031,0.8717,1.806,0.0417,4.9469,1.3227,1.2417,0.751,1.0811,3.1187,1.2018,1.3227,0.2427,1.934
41.159,4.8107,,,2.9034,1.8564,0.6161,0.5879,4.3597,0.8698,1.1866,3.1007,1.5221,0.1208,4.1423,4.1074,2.8671,1.6832,3.047,0.8134,0.6362,2.0805,1.1517,1.2564,1.2322,9.9289,,1.8792,1.3315,1.3208,1.1866,3.2556,3.095,1.3071,1.6212,0.4856,2.1437,,5.1796,1.1375,1.4274,3.44,,0.5813,1.7496,2.023,0.8717,1.5482,1.2417,0.6941,0.7585,0.244,1.3786,0.5088,3.3121,2.1764,1.9026,0.5899,0.4127,0.6543,0.7832,2.7317,1.6288,1.9107,1.6047,0.3474,2.6427,1.1608,1.814,1.7093,0.2028,6.0503,0.9684,1.2417,1.1294,1.0006,3.7308,1.0488,1.6127,0.7098,2.0145
41.18,3.7879,,,2.4685,1.2765,0.5436,0.3221,4.5611,0.5315,1.1302,3.6161,1.9893,0.9584,4.706,3.7691,3.3101,0.9101,2.7973,1.506,0.9101,2.3141,1.055,0.7087,1.6268,10.3718,,2.0242,1.9356,1.1195,0.8644,3.6744,3.3044,1.0816,1.9836,0.6306,1.5397,,4.2051,0.5174,1.5402,3.2628,,0.8874,1.3388,1.7491,1.0409,1.0731,1.6605,1.3867,0.7343,0.389,1.8135,0.1947,3.4167,2.2007,1.9429,0.1872,1.1537,1.2583,0.1228,2.8686,1.9831,1.3227,1.2583,0,2.3367,1.5232,2.3858,0.9845,0.2511,5.8167,0.9523,1.7007,1.4114,1.9992,3.6583,1.6206,2.6355,0.2105,1.9903
41.201,3.6913,,,2.7745,1.4295,0.753,0.3624,3.5624,0.7329,1.1544,3.2537,1.7879,0.9262,4.2309,4.647,3.5517,0.3705,2.6523,1.3852,0.9745,3.6188,1.5463,1.2161,0.7812,10.5409,,2.2013,1.9678,0.451,0.9611,2.869,3.6185,0,1.5326,0.7272,1.6202,,3.7058,0.9523,1.0892,2.6024,,0.0095,1.0087,1.0565,1.1859,1.1133,1.8216,1.0484,0.082,1.0413,2.0793,0,3.3523,2.9094,2.555,0.6866,0.5094,0.8556,0.7188,4.0685,2.2168,1.6449,1.3953,0,2.0789,1.2172,2.0234,1.6207,0.082,5.7684,1.355,2.1679,1.6691,1.9026,4.5201,1.0649,2.5388,0.0494,1.1206
41.221,4.5289,,,2.8389,1.7597,0.3906,0.4993,3.8201,0.9423,1.4362,3.455,2.5691,1.2242,3.6671,4.8483,3.0362,0.3302,3.498,0.8537,0.5315,3.2805,1.2242,0.5557,0.4671,11.0886,,2.757,1.8953,0.5638,0.7114,3.0946,3.9648,1.0011,0.9689,0.4454,1.9907,,4.1246,0.7912,0.5335,3.2145,,0.2994,0.6382,1.5156,0.614,0.8798,1.6122,0.4202,0.0256,0.6467,1.0645,0.2752,2.5711,3.9241,2.7,0.9684,0.3322,0.5979,0.606,2.8444,2.0637,1.2986,0.6301,0,3.0776,1.4749,1.6449,1.7818,0.5249,5.5349,1.4838,2.3773,1.8704,1.1133,3.8355,1.0971,1.959,0.6051,1.2252
41.242,3.0872,,,2.6617,1.5181,0.4148,0.5477,3.9651,0.7007,1.3315,3.3987,2.2953,1.3772,4.698,5.2268,3.8255,1.3852,3.5141,1.4738,0.8295,3.4899,1.6107,0.6201,0.0644,11.7409,,1.9195,1.6215,0.9342,1.0899,4.061,4.1179,0.6467,1.1138,0.7272,2.0149,,4.1004,0.4207,0.0503,2.981,,0.4605,0.7671,1.0082,0.9282,1.1859,1.6202,0.7826,0.5008,0.4776,0.6377,0.5572,4.3107,4.2302,2.0315,1.0248,1.7415,0.6623,0.9523,3.4162,2.0959,1.6771,1.1133,0.0655,3.4159,1.9742,2.257,1.1053,0.2511,5.3657,1.5725,1.8377,1.806,1.806,4.1737,0.63,2.861,0.581,0.7662
41.263,3.3369,,,2.6859,1.8081,0.5114,0.3946,3.5624,0.3785,2.2174,3.2456,2.2148,1.7235,3.9973,6.0081,4.1074,1.2403,3.7315,1.2,0.902,3.2242,1.6993,0.8215,0.6846,12.3128,,1.847,1.4604,0.604,1.2268,1.0006,4.8507,0.2521,1.5648,2.3863,2.329,,3.9152,1.3469,0.5657,3.0534,,0.5169,0.2517,0.8793,1.1939,1.4919,1.1532,0.7343,1.129,0.6467,0.9357,1.137,4.3107,5.0597,1.7254,0.3563,0.7268,0.896,0.6623,4.8498,3.2476,2.0557,0.3241,0.6856,3.593,1.934,2.2167,0.9039,0,4.9711,2.4262,1.7249,2.3134,2.1684,3.1509,0.6461,2.1201,0.3796,0.8226
41.284,3.2081,,,2.2107,1.8081,0.6403,1.2081,3.8121,0.8456,3.1034,2.698,2.3758,1.9732,3.5544,4.7436,4.0913,0.7409,2.9262,1.0953,1.0389,2.9503,1.0792,0.9262,1.7235,13.4564,,3.047,1.3315,0.7812,1.0094,0.2919,5.1246,0,1.5326,1.2185,1.8457,,3.6252,0.4852,1.3066,3.9313,,1.427,0.8476,0.7988,0.3402,0.896,0.9437,0.9276,1.2498,0.9286,0.8954,1.145,4.3107,5.3416,2.1925,0.6301,0.2274,1.355,0.9926,4.5357,3.747,1.806,0.6301,0.6937,2.9407,1.0481,2.4664,0.3482,0.5813,3.8194,3.2234,1.9424,1.8785,1.9187,4.2221,0.7508,1.3227,0.3313,1.185
41.305,2.1772,,,1.7758,1.502,0.9946,1.5785,4.4564,1.651,3.6188,2.6577,2.7785,1.6913,5.0282,3.9946,4.3893,0.2416,2.9423,1.6591,0.5799,3.3772,0.8859,0.6765,2.2067,12.498,,3.1034,1.0255,0.3544,0.2362,0,5.4548,0.1313,1.7581,0.8319,0.9759,,3.2065,0.2677,0.5899,3.0454,,1.5236,0.3161,0.6941,0.0906,0.5094,0.6458,0.9759,1.3545,0.7434,0.9679,0.3397,3.5376,5.1402,2.3295,1.202,0,1.0811,1.21,4.4309,4.2704,0.1952,0.2435,0.8467,2.7152,0.8628,2.6999,0.7751,0.8551,3.8436,2.2329,1.5558,1.9752,2.1603,3.4489,0.3884,0.8556,1.04,0.895
41.326,2.451,,,1.8483,1.2926,0.4872,1.2725,2.5396,1.9409,2.9584,2.9315,3.0926,2.4483,4.7383,3.3584,4.0671,0.7409,2.3705,1.957,0.451,2.757,1.9007,0.7893,1.8282,13.4966,,3.2805,2.0644,0.7409,1.0577,0,5.3098,1.6776,1.8548,0.4695,1.1612,,3.3756,0.5254,0.6301,3.2065,,1.894,0.3402,0.9599,1.0731,1.0328,0.6055,0.396,1.5639,1.1621,0.8068,0.5572,3.9643,5.9617,2.7724,0.3483,0,0.9845,1.2181,4.0766,3.8919,0,0.606,0.4038,2.4897,0.9595,2.2731,0.7429,0.4766,3.5456,2.5711,1.2498,1.9026,2.3375,3.0784,0.6139,0.9362,0.3635,0.3877
41.346,2.7087,,,1.8322,0.6483,0.0201,0.8376,1.9919,2.1181,3.3611,2.2711,3.6725,2.9315,4.4161,4.1477,4.7275,1.3691,2.5718,2.2872,0.7248,2.4671,2.0456,1.0953,1.9893,14.7852,,3.9732,1.5007,0.9826,0.9611,0,4.9796,0.7675,1.7501,0.5017,1.0404,,3.2709,0.1469,1.065,3.3031,,3.0779,0.6543,0.8793,1.1054,1.065,1.0404,0.7183,1.3786,0.7836,0.8632,1.145,4.3026,5.9376,2.9416,0.3161,0.3402,1.2422,0.7349,3.1424,3.755,1.2986,0.5496,0,2.1273,1.04,2.6999,0.0825,0.0739,3.1832,3.2315,1.9263,1.8946,2.3375,3.4811,0.7428,0.5174,0.4601,0.5326
41.367,2.0886,,,1.8725,0,0.0685,1.1275,2.9342,1.8846,2.7893,1.9007,3.0282,2.4161,4.0456,4.2523,4.6631,0.6846,3.1114,2.3678,0.9101,2.8537,1.796,1.4013,2.6819,14.6966,,4.4242,1.3477,1.055,0.9611,0,4.287,0,2.8615,0.8561,1.1934,,2.8199,0.606,1.1536,3.6333,,3.1827,1.065,0.9437,0.9523,0.6221,0.7343,0.7021,2.1598,0.695,0.678,0.6458,3.5215,5.7121,2.5711,0.5416,0.4046,1.1215,0.1067,3.239,4.1737,0.8395,0.4611,0,1.942,0.0414,2.3858,0.5013,0.2511,2.6919,3.916,2.3934,2.1684,1.2664,3.6664,0.9602,0.4529,0.4279,0.1783
41.388,1.9919,,,1.5906,0.1893,0.7047,1.1275,2.2899,2.8913,3.0711,2.2711,3.2215,2.996,3.804,4.1396,4.1154,0.1852,2.8295,3.3262,1.3611,2.596,1.9973,0.8859,2.9396,14.3342,,4.4242,1.6215,0.8456,0.3893,1.6127,4.6897,0.6628,3.24,0.8964,1.2095,,2.3528,0.4449,0.8476,2.9085,,3.3518,0.9765,0.8309,1.0087,0.5174,0.5572,1.4753,1.9665,1.5246,0.6538,0.5652,3.1107,5.0517,1.9913,1.1537,0.9039,0.4852,0.5013,3.8431,4.4315,0.9443,0.1469,0,2.2964,0.5085,2.3294,0.5335,0.1142,2.4262,4.0288,1.4753,1.0731,1.4033,3.1992,0.4448,1.1697,0.2427,0.2185
41.409,2.0242,,,1.8161,0.7772,0.302,1.9651,2.2738,2.8913,3.4174,1.9973,2.9074,2.9557,4.7221,4.3329,4.1477,0.7168,2.6523,2.8107,0.9584,3.0711,2.4081,0.8054,3.0685,11.7812,,4.3034,1.4685,1.2081,0.3651,0.3563,6.534,0.84,3.1353,1.1219,0.6296,,2.3528,0.6543,1.661,2.5461,,3.6176,0.9684,0.678,0.7429,1.3309,1.3545,0.678,2.4256,1.3957,0.3155,0.5813,3.1349,4.0771,1.0328,1.8141,1.355,0.3966,0.3724,3.7303,4.657,0.5416,0.7349,0.0172,1.8937,0.581,2.1039,0.3885,0.0337,1.798,3.7872,1.7249,1.4758,1.6127,3.2476,0.332,1.1456,0.3313,0.4199
41.43,1.251,,,1.9369,0.6322,0.4309,1.949,2.1933,3.447,3.6268,1.3933,2.5772,4.1396,4.5611,3.9946,5.1221,0.9745,2.9906,2.8188,0.8376,2.4671,2.6094,1.4416,2.5128,11.3302,,5.2134,1.5651,1.1195,1.0013,0,6.5903,1.6373,3.1434,0.7434,0.4283,,1.6279,0.6865,1.508,2.1997,,4.7934,0.5496,0.4766,1.202,1.1537,0.3317,0.2672,3.2712,0.6628,0.3317,0.4202,2.563,5.5027,0.9282,1.1859,1.0167,0.6784,0.2839,3.6095,4.5925,0.1872,1.0409,0.2105,1.3541,0.8709,2.4261,0.3563,0.4041,1.7335,4.3752,1.5881,1.6369,2.1281,2.5066,0.2595,0.6382,0.4521,0.2024
41.451,0.655,,,1.5584,0.455,0.7852,2.0617,1.2993,2.9074,3.4577,1.5221,3.2456,3.6242,4.3034,3.294,3.8899,0.7007,2.3221,3.7047,1.1436,2.2819,3.3664,0.6685,3.1087,10.9839,,6.0671,1.0497,1.0228,,0,6.2762,0.9205,4.1259,1.7017,0.5249,,1.2816,0,1.1617,2.4172,,5.1719,0.5818,0.9357,1.1456,0.9282,0.1061,0.9759,2.8846,0.7756,0.8149,1.0404,2.2731,4.8986,1.21,0.9845,0.9765,0.4127,0.0986,3.7706,4.6168,0,1.0087,0,1.3622,0.8065,2.5952,0.4046,0.4766,1.9107,3.4087,0.8149,1.355,1.7415,2.3697,0.2917,0.316,0.3474,0.3313
41.471,0.8322,,,1.7114,0.2215,0.6564,1.7315,0.8081,2.996,3.5383,1.5463,3.3906,3.6966,3.7396,3.6,3.745,0.1369,2.145,4.4376,1.2564,3.2483,2.8752,0.6282,2.7383,9.7195,,6.3329,1.7342,0.6604,,0,5.5836,1.6132,3.9246,1.6212,1.0404,,1.1769,0,1.2744,2.4252,,5.0994,0.5738,0.686,1.3227,1.2905,0,1.282,3.0136,1.3796,1.2175,1.5881,1.9509,4.8745,0.7751,1.4355,0.8073,0.8717,0.7671,2.635,4.8019,0.3322,1.1537,0.6373,1.4185,0.7581,2.3858,0.6301,0.7021,1.6771,3.5133,0.984,0.6946,1.8865,2.0476,0.485,0,0.4843,0.283
