days,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80
9.107,0.8805,1.4174,1.9893,1.9289,1.5745,1.8805,1.1356,2.2819,0,0.051,0.6362,0.5638,2.0779,1.0013,5.1302,1.0953,2.3114,0.5745,0.9906,2.9074,1.9839,1.2966,4.7678,1.0148,1.5369,7.3047,4.9315,2.451,2.0537,3.3208,4.7697,13.6856,1.4762,6.3648,2.2655,3.6578,1.5643,0.6857,0.7992,3.5294,0.3635,7.3228,1.2175,7.2986,1.7652,8.1604,5.9054,0.5652,4.4309,2.0148,3.8601,1.1612,0.8229,2.418,2.3939,0.9765,0.6946,4.6329,3.1107,1.8382,,1.1617,3.5456,1.6047,2.7394,1.1447,0.8387,3.5778,4.657,2.2001,1.2664,2.7483,1.5881,3.2234,2.6597,2.6274,1.3387,0.767,0.9031,1.3058
9.128,1.7342,1.8443,2.1987,1.2362,1.494,2.0013,0.9101,1.5329,0.6523,0.8966,0.7329,1.2081,1.5544,1.4926,5.7664,0.7329,1.8201,0.3732,0.8698,2.7463,2.0081,0.9503,5.3638,0.596,1.8671,6.3463,6.0752,2.3221,2.7221,4.0376,3.3523,12.7192,2.0481,3.8521,2.5152,3.1666,1.1617,0.2991,0.5093,3.0623,1.3622,7.806,1.3625,6.8557,1.137,9.7228,6.2758,0.1223,5.0511,2.1921,2.8454,0.2189,1.6202,2.1362,2.8368,1.2986,0.4529,2.9335,2.6274,0.8556,,0.5979,3.6422,1.4516,2.1917,0.8709,0.9273,4.8825,2.8932,2.3451,1.516,3.5133,1.1532,3.1429,2.3375,3.4086,0.9924,0.5657,0.887,1.2736
9.149,1.404,1.5544,2.3356,0.9946,1.5987,2.5409,0.5638,1.7664,1.1195,1.2752,1.1758,1.5302,1.3772,1.2349,5.702,0.6765,1.7557,0.3329,0.7732,2.4966,2.1933,0.9664,4.9852,0.4752,2.302,6.3221,6.0107,3.2081,3.2779,4.0859,4.8664,11.9219,2.2172,3.9246,2.193,3.0699,1.4516,0.7501,0.7268,2.1925,1.8534,7.9429,2.3612,6.5013,0.8229,11.2288,6.316,0.3639,6.2914,2.3692,3.3366,0.0014,1.3625,2.0315,3.2556,0.9765,1.6369,2.9818,2.1281,0.7349,,0.4368,3.2476,1.1537,1.9742,1.0561,1.3622,4.6409,1.9348,1.5236,1.0489,4.1576,0.9759,3.8677,3.2717,3.9482,1.2743,0.2113,1.1447,0.9997
9.17,0.349,1.643,2.3034,1.1074,1.502,2.3477,0.5154,2.6443,1.2161,1.1624,1.2242,0.5718,1.2725,1.2913,5.098,0.9342,1.7799,0.6148,0.7168,2.3436,2.3946,1.1758,5.3477,0.8456,1.4322,6.3383,6.502,2.8859,3.149,3.2403,5.0597,11.8172,1.9272,4.0776,0.993,2.2968,1.4677,0.9192,1.4919,0.7912,1.7971,8.5631,2.6914,5.4784,0.9599,10.4315,7.0086,0.5733,5.7679,1.9746,4.4642,0.5813,0.6216,1.5966,3.1188,0.6301,1.1376,4.198,1.516,0.7832,,0.5818,1.8865,1.4436,1.8454,2.0387,1.193,4.8986,2.2328,1.8055,1.1537,3.3845,1.145,4.7295,3.5294,3.3925,0.7508,1.4999,1.1447,0.8709
9.19,1.0899,1.4577,1.8443,0.7852,1.4617,2.1463,0.7812,2.4349,0.8054,1.5973,0.8054,0.7893,1.047,1.702,5.5732,1.6188,1.8846,0.6309,0.9101,2.8671,1.9517,1.5624,5.5248,1.1034,1.5611,6.0805,7.0738,3.7879,2.6174,3.6349,5.1563,12.3165,1.3071,3.7554,0.8158,2.4498,2.1281,0.5085,1.2664,0.614,2.7313,7.0651,4.2941,3.7953,0.7988,9.8839,6.2516,1.0001,5.9129,1.5719,5.3098,0.5169,0.8954,0.9604,3.1751,1.2422,1.6771,4.7778,1.1294,0.4288,,0.3483,1.6449,1.6852,2.3206,1.7487,0.4038,4.8503,2.9013,1.5719,0.6221,2.9577,1.4914,3.6503,3.465,3.0704,0.8152,1.0731,1.4427,0.9434
9.211,0.7517,1.0792,1.7074,1.0913,0.898,1.7758,0.3946,1.5651,1.4013,1.694,0.7087,1.047,1.3772,1.1141,5.9839,2.0698,1.9329,0.3812,1.4577,2.5047,1.702,1.5705,4.7758,0.4349,2.447,3.745,6.8886,1.5168,2.8349,4.094,5.414,11.6883,1.9836,1.7098,2.0964,2.5142,2.3778,0.3554,0.5979,0.7348,3.5044,7.218,4.4229,3.3523,0.7183,9.1187,6.6463,0.686,5.7679,2.0551,6.236,0.5169,0.5975,0.8878,3.9805,0,1.3309,4.657,1.0972,0.8315,,0.7429,1.4597,2.0476,1.942,1.6038,0.3635,4.1174,2.2489,1.6283,0.7349,2.1684,1.6364,3.0301,3.5294,2.6194,0.4609,0.8315,1.2011,0.8628
9.232,0.7275,1.0389,1.5866,0.8819,1.4617,1.8886,0.7329,2.6604,1.4819,1.8309,1.1034,2.1664,1.796,1.0819,4.647,1.7074,2.5047,0.4859,0.2497,2.8591,2,0.6926,2.8671,0.8376,2.294,2.7785,8.0886,1.6456,1.7638,3.345,6.9603,11.5434,2.1205,2.6601,1.6293,1.6122,2.2972,0,1.2905,0.9684,4.0763,7.0409,4.7773,2.555,0.6458,8.4905,6.0986,0.5813,5.6954,2.3371,6.9528,0.4525,0.5975,1.4758,4.3509,0,1.0972,4.9228,1.1376,1.0248,,1.0892,1.0489,2.3295,1.942,1.5232,1.0239,2.7482,1.5805,1.2095,1.202,1.0167,1.8377,2.8611,2.6839,2.0234,1.0327,0.6382,1.7004,1.0159
9.253,0.953,1.6027,1.3047,1.0027,0.8497,2.7664,0.4107,4.1584,2.3034,2.0966,0.749,1.3611,0.8859,1.8309,5.9356,1.5866,2.4644,0.8161,0.2497,2.4322,1.9275,0.9584,2.4564,1.0953,2.7852,3.6725,9.2081,2.0644,1.5383,2.9423,10.1818,10.2226,1.5165,3.3447,1.5568,1.3303,4.061,0.3957,1.8221,0.9845,3.3434,5.7362,6.082,2.8611,0.3397,7.6207,6.0181,0.5893,5.2927,2.3692,8.6762,0.3639,1.427,0.5094,4.2865,0.3966,1.0731,5.3416,1.5725,1.1537,,1.0892,1.3309,2.7805,1.8212,2.1434,1.0239,3.4489,1.814,1.137,2.5147,0.7188,2.5947,2.869,2.5147,1.7979,1.1293,0.8315,1.3461,0.7903
9.274,1.4926,1.1356,1.9409,1.3087,0.2215,2.098,0.6604,5.3987,2.0537,3.1517,0.4188,1.5946,0.7248,1.4443,5.9839,1.498,1.7074,0.8242,1.1597,2.2631,1.8148,1.0389,2.3034,0.9906,2.4389,3.1168,10.7705,2.0644,1.8685,3.1195,10.665,9.385,1.0977,2.1366,2.483,1.2659,4.1818,0.8145,1.6127,0.7912,2.5622,4.9711,5.5102,2.2329,0.9357,7.7255,4.8906,1.1692,5.2686,3.1424,7.887,0.3639,0.9357,0.3966,4.3752,1.4194,1.4355,5.3335,1.7254,1.0167,,0.759,0.8798,2.5952,1.5554,3.3836,0.895,3.8435,1.1697,1.6444,1.7658,2.1925,2.1438,2.7402,2.0315,1.661,0.8636,0.5415,1.5554,1.2333
9.295,1.5329,1.1195,2.6013,1.6792,0.1409,1.6631,0.3946,6.647,1.6188,2.7409,1.3369,2.2148,0.3866,1.3154,5.557,2.5933,1.6027,0.8966,0.6604,2.1745,2.0805,1.1436,1.8282,0.7893,2.9383,1.957,12.3168,1.8389,1.6993,3.3933,12.8556,7.1541,1.3877,3.1272,2.6279,1.5155,4.6086,0.3957,1.7657,0.5818,3.3031,5.6878,5.7356,2.2731,1.1532,7.5563,3.5294,1.0967,5.6632,3.392,7.1541,0.4685,0.5491,0.8154,4.6812,1.5482,2.249,4.6651,1.8463,0.7993,,0.614,1.1294,2.2812,1.3944,1.8615,0.9997,4.3107,0.614,1.9343,1.3309,1.3953,2.4659,2.1201,2.3697,2.1201,0.7911,0.7268,1.9259,1.04
9.315,1.5248,1.0872,2.9396,0.8738,0.8416,1.9772,0.4107,7.1946,1.4577,3.7235,1.8523,2.4725,0.9826,1.3074,4.6148,2.6013,1.3208,0.5262,0.6846,2.3919,2.3705,1.7074,1.3128,0.4591,2.6644,2.0215,10.545,1.6617,1.2725,2.6765,12.1147,5.5917,1.2588,2.7246,2.2091,1.0404,5.3576,0.581,1.7657,0.8476,3.9716,5.1241,5.0753,1.7737,0.4847,5.7039,3.5294,1.3223,4.0927,3.6739,8.8212,0.38,0.2672,0.1791,4.1737,1.9107,3.3684,3.5133,1.3147,0.7349,,0.1952,1.2261,2.6758,1.3138,1.5554,0.2346,2.9335,0.4852,2.1035,2.2007,1.4355,3.3035,1.8382,1.5241,1.4758,0.4045,0.9201,2.4977,1.2655
9.336,0.8161,0.6282,3.0765,0.455,1.0349,2.0094,0.8779,7.2027,2.0215,3.3369,2.2872,2.5611,1.345,1.6456,4.051,2.2228,1.1114,1.0336,0.8617,1.1275,1.2993,1.2966,1.6107,0,2.4148,1.949,10.553,1.2913,1.055,2.3785,7.1858,5.5514,1.9756,2.7165,2.5152,0.4122,5.2852,1.2494,1.0892,1.3711,3.432,5.3094,4.3021,1.4597,0.5491,5.1966,2.0798,1.2417,3.2632,3.0216,7.887,0.5893,0.0498,0.0986,4.649,1.3388,2.7402,3.5456,0.9443,0.9604,,0.8637,0.7671,2.4101,1.2333,2.4575,1.1286,2.9174,0.5335,2.1196,1.9429,2.0557,2.78,1.4436,1.6369,1.6449,0.3884,0.912,1.9501,2.0145
9.357,0.4376,0.604,2.2872,0.6161,1.0107,1.502,0.9101,6.4537,2.2067,3.8604,2.0054,2.6336,0.4752,1.9195,4.2523,3.0765,0.5879,1.3879,0.8456,1.1436,1.8067,1.2644,2.0859,0.4832,2.9302,2.247,11.5517,1.3718,1.3047,1.3638,7.3147,4.2628,1.887,2.5715,2.4266,0.7585,4.81,0.4038,1.3711,1.0248,3.7138,4.6651,4.0202,1.3872,0.7585,4.8101,1.7899,1.3142,3.3357,2.5384,7.4601,1.3142,0.7504,0.8878,4.4637,0.9121,3.006,3.2476,1.21,0.5496,,0.7832,1.2261,2.8852,0.9595,3.0373,2.0628,3.0382,0.7107,2.1035,1.9913,1.3631,2.49,1.7174,2.0396,2.8368,0.4609,0.8234,1.9581,2.5058
9.378,1.5007,0.894,2.1906,1.1396,0.3584,1.8403,1.2161,6.3651,1.9812,3.3611,2.8349,2.0376,0.7168,2.0483,4.4698,2.2872,1.1275,1.5248,0.3785,1.345,2.0886,1.9732,1.353,0.2013,3.4456,1.5946,10.3839,1.4765,1.2966,1.9517,11.406,3.5621,1.3152,3.0306,1.8145,0.678,5.7201,1.2011,3.2073,0.8234,3.3434,3.3443,4.7612,1.3953,0.7021,4.5523,1.7658,1.2981,2.4337,2.933,6.6709,1.0565,1.1048,1.1698,2.8852,0.9523,2.4101,3.1832,0.5094,0.5818,,0.3483,0.7751,1.9348,1.6279,2.9085,1.7326,2.555,1.0731,2.8202,3.0221,1.4033,2.482,1.7093,1.806,2.3294,1.0407,1.2019,2.0065,1.8373
9.399,1.7584,0.4107,2.6899,0.8013,0.7047,2.1785,1.4658,7.7101,2.1584,4.094,2.8913,2.3114,1.1678,2.6685,2.7141,2.247,0.8456,2.1369,0.3463,1.0872,1.9678,1.6993,0.894,0.1852,3.9691,1.1356,9.4497,1.098,1.5866,2.7973,10.8905,2.7568,1.1621,3.1917,2.4507,0.3397,5.1321,1.3138,3.4409,0.163,2.8924,2.9657,3.9236,1.3872,0.6377,4.1093,1.7335,1.3706,1.7974,2.7961,5.3662,1.0887,1.1129,0.6221,3.5376,1.4999,1.9831,2.4825,1.1215,0.5255,,1.2181,0.7107,1.3388,0.6534,2.0065,1.2011,2.7805,0.7107,3.1343,3.4328,1.1859,3.6418,1.5886,1.0731,2.418,0.8555,0.155,2.6266,3.4964
9.42,2.0564,0.153,2.3034,0.9785,0.8738,2.5007,2.0537,8.0805,2.102,3.8121,2.5933,3.3987,0.9987,3.9168,2.6819,2.7544,0.9181,2.2416,0.2819,1.1436,2.0805,1.7799,0.7248,0.8295,3.6389,1.6027,7.4201,1.557,1.2644,1.702,8.3133,2.1205,1.4762,2.0642,1.7501,0.7424,5.3737,1.6038,5.261,0.5013,3.0212,2.9657,3.6336,1.5725,1.4994,3.5215,1.4275,1.5156,1.427,2.1356,5.6158,0.8471,1.4591,0.5335,3.8677,0.9765,2.4019,1.8785,0.9282,0.5496,,1.3872,1.4516,1.8865,0.0575,1.6924,1.0642,2.1925,0.3482,2.8686,3.7792,0.5818,2.9169,1.5725,0.2033,2.2248,0.6381,0.0503,2.0548,4.8494
9.44,1.8953,1.1678,2.3034,0.8094,0.7772,1.953,1.6752,8.1852,3.1812,4.094,2.8188,2.8591,0.9101,3.7718,2.8268,2.3034,1.0228,2.8295,0.7168,1.3128,2.1852,2.7946,0.2819,0.902,3.5584,1.643,6.1477,1.1302,0.9181,1.7503,6.6382,2.1366,2.3541,1.887,1.742,0.227,4.5201,1.7648,5.5026,0.8395,2.6105,2.9738,3.2229,0.896,1.4189,2.1845,0.9926,2.6108,1.1209,2.1598,5.5595,0.9196,1.5156,0.9765,2.7724,0.759,2.869,1.3147,1.3388,0.3966,,1.2422,1.7819,1.4114,0.1219,1.9581,1.1044,1.6207,0.2355,3.1827,3.4006,0.8878,2.643,2.0154,0.4852,2.8127,0.7991,0.4932,2.3044,4.6078
9.461,2.5879,0.6523,2.553,0.6161,0.7611,1.6067,1.1839,6.9691,3.753,4.094,3.004,2.6819,1.3208,5.2295,2.9154,2.3034,1.055,3.5946,0.8215,1.5221,1.0013,3.0282,0.4268,0.7973,5.145,1.0872,6.953,1.0013,0.5638,1.8631,6.6382,2.1205,2.1608,2.2574,2.2011,0.0659,4.0288,1.8132,6.0341,1.1778,1.8615,2.3778,3.9236,0.5818,0.541,2.2248,0.9845,3.2069,1.0484,2.8605,5.5756,0.5572,1.9665,0.6866,2.1281,1.6288,3.7872,0.9121,0.8234,0.5496,,1.3066,1.1778,1.0811,0.0091,2.3286,0.9836,1.4758,0.5254,1.878,3.0784,0.5979,2.5947,1.2664,0.7993,2.9979,0.5978,0.6543,1.8776,5.695
9.482,2.4913,0.757,2.9315,0.9705,0.5195,1.1154,0.894,7.2268,5.0497,5.1973,3.6725,2.9315,1.2322,5.5597,2.9315,2.6497,0.5477,3.8362,0.8537,1.2161,1.0658,2.9235,0.6121,0.8779,5.8456,0.3785,5.3503,1.1785,1.2161,1.4604,5.6395,1.8387,2.5393,2.5957,2.0481,0.0095,4.4637,1.5716,7.0167,0.8556,2.0226,2.112,3.9317,0.3885,0.5652,2.4019,1.6771,3.5773,0.541,3.1585,4.9877,0.6538,2.8928,1.3227,1.8463,1.9913,3.5537,1.3309,1.4033,0.4529,,0.8315,1.065,1.798,0,2.2078,1.2252,1.2261,0,1.5558,4.1819,0.2435,2.3773,0.6623,1.202,2.7402,0.5978,0.3885,0.8548,4.5997
9.503,2.7732,0.9342,1.8846,1.2604,0.1973,0.7369,1.4013,6.9128,5.6537,5.2698,3.8577,3.4148,1.4497,5.0926,3.0121,2.9315,0.0644,4.5208,1.5221,1.047,1.2188,3.1893,0.5315,0.902,6.6107,0.4107,4.7544,2,1.7396,2.2577,6.4771,0.9125,2.9662,3.0709,0.9125,0,3.1509,1.193,6.6301,0.6623,2.1192,2.4664,3.0296,0.4368,1.0807,1.9026,1.5241,3.1182,0.9518,1.8297,4.4078,0.3317,2.4337,0.8073,1.2422,2.1523,3.908,0.614,2.1925,0.5094,,0.9684,0.8476,0.9362,0.5004,1.8857,1.338,1.0892,0,2.5061,3.6583,0.8637,2.1679,1.0489,0.4368,1.5966,0.8797,1.0731,0.2185,4.3179
9.524,3.5544,0.9906,2.3356,1.2282,0.1651,1.0832,2.9315,7.1302,5.6456,4.7221,3.8174,4.2604,1.4416,6.0027,2.9477,2.5933,0.3946,5.6805,2.102,0.8859,0.9208,4.0832,0.8859,0.9262,6.5544,0.1611,4.7544,1.5007,1.2483,1.6779,6.0261,0.7031,2.8373,2.8856,1.0977,0.082,3.312,1.4427,6.2355,0.9281,1.7326,2.112,2.9571,0.606,0.7263,1.4355,1.5886,4.0202,1.129,1.1048,4.3756,0.7907,1.5316,0.8476,1.806,2.845,4.818,0.759,1.1698,0,,1.355,1.1698,1.3792,0.581,2.3689,1.1608,0.8637,0.6865,2.7397,3.5054,1.1133,2.2887,1.508,0.4207,1.9992,0.7911,0.9362,0.6212,5.244
9.545,4.2872,1.7557,1.8523,0.9866,0.6242,0.745,3.5919,7.7987,5.702,4.2631,4.3409,5.2913,1.2161,6.5584,2.3678,2.4483,0.757,7.6698,2.0698,1.4658,1.4604,4.1074,1.3611,1.2161,7.2389,0,3.2886,1.8309,1.6671,2.0886,4.4798,1.3474,2.5313,2.4507,2.3058,0,3.8355,2.4816,5.9133,0.8878,1.5393,1.5643,3.0054,0.7832,0.7343,1.0972,1.4919,5.6793,0.984,1.7169,3.8762,2.0873,1.29,0.1389,2.1281,3.0705,4.7697,1.065,1.3711,0.5577,,0.4207,0.9926,1.3147,0.3394,2.7554,1.5474,1.6046,0.5576,1.6444,4.1093,0.4933,2.3371,1.2905,0.7993,2.9737,0.9763,1.6771,0.9514,4.9299
9.566,4.6819,1.4819,1.7154,1.1638,0.8174,0.8497,4.4456,9.0389,4.5423,3.498,4.5906,6.5315,0.3866,6.9772,2.1342,1.8846,1.1678,7.8389,2.0698,1.5302,2.5154,4.8483,0.8617,1.3289,9.6148,0,1.9919,3.1114,1.7235,1.5973,3.2234,0.9769,2.2252,2.346,2.1125,0.2592,4.367,3.3031,5.7764,0.8476,0.9192,1.347,2.3612,1.1376,0.7263,1.0006,1.3792,6.0497,0.9518,1.9102,3.1272,1.8538,1.2417,0.7912,1.1215,2.3778,4.3348,1.1054,1.508,1.0087,,0.7188,1.2503,0.9604,0.5004,2.4091,1.4991,2.3133,0.7509,1.7813,4.2785,0.2758,1.3625,1.6208,0.5335,1.5966,1.6609,1.4919,0.6857,4.7044
9.586,5.2698,1.2644,1.3933,0.6483,0.9463,1.4295,4.7114,8.894,4.0913,3.6913,4.9047,5.9034,0.596,7.2027,2.0537,1.9007,0.6282,7.3557,2.3919,1.6671,2.4671,4.9772,0.7812,1.9893,10.1463,0.5879,2.3946,2.2577,1.4416,0.8483,3.159,0.5984,2.4346,2.2333,1.7017,0.2753,4.6489,3.44,5.4543,0.8637,0.5085,0.7349,2.5947,1.5321,1.5316,1.1054,0.6382,6.7504,0.5169,1.7974,3.1192,1.6524,1.8699,0.7832,0.9039,2.2086,4.5845,1.6932,1.1859,1.1617,,1.8543,1.1294,1.0811,0.6213,2.3286,1.5554,1.6932,0.8959,2.4739,5.1402,0.8154,0.525,1.7496,0.6784,1.4999,2.0313,1.4435,1.0561,4.0843
9.607,5.2779,1.5544,1.8362,0.6322,0.6966,1.4054,5.6295,7.7423,4.647,4.9235,4.3893,5.3638,0.8054,7.2671,1.949,2.0215,0.6282,7.8631,2.2148,2.2389,1.7584,4.1074,0.9826,2.1826,10.3638,1.3369,2.1128,1.702,1.3852,0.9611,3.0946,0.6628,2.5393,2.3058,1.6212,0,3.9966,3.2145,5.4382,0.7992,1.0481,1.3309,1.733,0.7188,0.3639,0.5335,0.7429,6.5088,0.2834,1.5397,2.2333,1.9102,1.6283,0.1389,0.3161,2.5791,4.4959,1.959,0.4288,1.347,,1.8785,0.7751,0.7429,0.5326,2.3447,1.8937,0.8234,1.0731,2.2565,5.3335,0,0.8954,1.8704,0.8476,1.3388,1.2823,1.363,1.1447,3.9071
9.628,5.0926,1.9409,1.3691,1.5745,0.6644,1.051,7.0631,7.3879,4.3732,3.6913,5.2591,5.8389,1.0872,6.4215,1.6027,1.8201,0.7812,8.2577,2.1342,1.6993,2.6523,3.8497,1.2966,2.2631,11.9664,1.2322,2.0966,2.2174,1.6591,1.557,2.5147,0.5098,3.4333,3.3044,0.695,0.3397,4.6167,3.7219,4.4717,0.5174,1.0481,1.0972,2.1438,0.6221,0.0578,0.6221,0.6543,6.7987,0,1.1692,2.0158,1.5316,1.4753,0.5657,0.0664,3.6905,3.9725,1.9348,0,0.751,,2.8288,0.9282,1.2181,0.1219,1.942,1.4266,1.0006,0.8476,2.3048,6.1953,0.2194,1.1692,2.3456,0.2356,1.4033,1.4354,1.2905,0.9031,3.9957
9.649,5.0201,1.7477,1.2564,0.6322,1.2201,0.753,7.6993,6.5987,4.7678,3.6913,5.4121,5.3074,0.757,7.1544,1.7638,1.8121,0.7007,8.0322,1.7718,1.3691,2.4349,3.6,1.1436,2.9477,13.6416,1.5463,2.7973,3.047,1.2725,0.8161,1.806,0.6306,3.5944,4.4722,0.244,0.9115,4.6086,3.8991,4.6167,0.8395,1.1528,0.9684,1.9665,2.0154,1.4673,1.0409,0.4611,7.3867,0,1.1209,2.8212,1.6202,1.3625,2.0476,0.2113,3.4087,5.0919,3.0946,0.5818,0.469,,3.5537,0.2435,1.4516,0.1864,1.5796,1.1528,1.1053,1.3469,3.0699,6.1792,1.2825,1.3867,1.9752,0.4529,1.3711,1.9025,2.0234,0.5246,3.9152
9.67,5.5275,2.4805,1.7315,0.3987,0.8094,0.0926,6.9906,6.0591,5.0658,3.498,4.5584,5.3718,1.3369,6.9369,1.055,1.5946,0.7248,7.6215,1.8282,1.8443,3.2,4.2121,1.1356,3.8336,13.3758,1.5785,2.7329,3.643,0.8698,0.1638,2.8046,0.6789,3.5944,4.7299,0.5903,0.839,4.0449,3.883,4.0529,1.1133,1.1769,1.6369,1.7894,1.7819,1.1532,1.057,0.5979,6.3317,0,1.129,1.444,2.482,1.7652,2.0235,0.6784,2.5228,4.504,3.3765,1.9268,1.8382,,4.3187,0.4288,0.8637,0.1219,1.2655,1.2575,0.8154,0.8959,2.2565,7.2906,1.8382,1.5397,1.5241,0.6382,1.4435,1.3548,1.6852,0.444,4.4709
9.691,5.745,3.3181,1.6752,0.3826,0.898,0.4872,8.2953,6.5423,5.098,3.1839,5.0497,5.2268,2.6819,6.5664,1.0872,1.7315,0.8859,7.106,1.9973,1.0631,3.2886,4.3087,1.5705,4.2282,14.8738,2.1664,2.6121,3.4819,0.5638,0.2765,3.7066,0.8078,2.9662,4.1259,0.6628,0.9921,2.716,4.181,4.2784,1.4355,0.7098,1.7254,2.3371,2.0074,1.733,1.0167,1.0489,6.7827,0,0.1786,1.1138,2.1438,0.8309,2.0798,0.9039,2.9094,4.1658,3.7631,2.7563,0.9604,,4.649,1.065,0.8556,0.3232,1.2655,1.8132,1.9348,0.9925,1.4672,7.0409,1.798,0.7343,1.3631,0.7188,0.5576,1.2823,1.5321,0.2588,3.4803
9.711,5.4148,3.9463,1.3611,1.494,0.5356,0.6966,9.1812,5.4067,4.4617,2.8617,4.3651,5.7503,2.9315,6.3329,1.2483,1.6752,1.1195,7.1141,2.3275,1.2564,3.5221,4.196,1.1436,4.1477,16.4765,2.5691,2.0805,3.5302,0.902,0.7678,2.9657,1.2588,2.934,4.2709,1.5729,0.9276,2.3214,4.5675,3.1912,2.2892,0.3716,0.751,1.9585,1.798,1.886,0.6866,0.7993,6.7504,0.6216,0.1384,1.436,2.8686,0.7263,1.9992,0.308,3.465,3.6986,3.4892,2.563,0.6866,,4.3107,1.9107,1.5403,0.2105,0.7098,1.7165,1.6046,1.4597,1.1773,6.1792,1.959,0.7826,1.4597,0.9121,0.6704,1.9911,2.3858,0.138,2.3367
9.732,4.6013,4.6228,1.3128,2.2913,0.7852,0.3745,7.345,5.149,3.9705,2.1611,2.7624,4.6953,2.9477,6.2765,0.4027,1.0953,0.6604,6.6389,1.8121,1.7396,3.4899,3.0362,1.9248,4.8483,17.9423,2.6013,1.4443,4.1826,1.5302,1.243,1.0328,1.2668,2.346,4.738,1.4682,0.533,2.1684,4.4145,2.4583,1.806,0.138,1.21,1.4673,1.6047,1.4673,1.2825,1.4355,6.4766,0.5088,0.5088,1.1138,2.6995,1.3948,2.0959,0.3966,2.7,2.9496,3.3443,2.9979,1.4275,,4.3913,2.3134,0.6221,0.5488,0.9917,1.1689,1.2019,2.1925,1.4028,5.8087,1.5403,1.0324,1.3227,0.6705,1.2986,1.983,2.1523,0.8628,2.1353
9.753,3.9087,4.5503,1.4094,2.5168,0.8658,0.5436,6.7087,4.9235,3.3745,1.5007,1.7718,4.502,2.7946,6.0188,0.306,1.2,0.6121,6.6631,1.643,2.6336,3.3128,3.4228,2.2872,4.5664,15.4215,3.1409,1.1463,4.0376,1.6591,0.8886,2.418,1.2991,2.193,5.2695,0.8078,0.4847,1.5402,3.9232,2.1201,1.6207,0.895,1.7658,1.2015,2.3295,1.6927,1.7254,1.4919,7.0806,0.8471,0.5572,0.2682,2.8766,0.6296,3.4731,0.4368,2.4584,3.9241,4.0932,3.5133,2.5791,,4.4798,1.5966,0.5496,0.436,1.8454,1.2494,1.4194,2.1523,1.4189,7.7899,1.3792,0.235,1.4999,1.2905,0.8878,1.5481,1.7899,1.0722,2.3608
9.774,5.3101,4.6792,2.1101,2.3315,0.7933,0.3826,6.9503,5.1651,2.9154,1.6295,1.9409,3.7047,2.2792,5.9463,0.3866,0.8617,0.8054,6.5745,1.9651,2.5047,3.5946,3.4872,2.102,4.2846,13.545,3.5356,1.4362,3.6188,1.5221,0.8886,1.8382,1.5487,1.436,5.5353,1.7501,0.8712,2.1201,3.8991,2.2086,2.2328,0.589,1.0006,1.0162,1.9752,1.8055,1.6691,2.0154,6.3478,0.1464,0.9437,0.7031,1.8619,0.7183,3.1429,0.4772,2.5308,3.3121,4.3752,4.6168,1.8543,,4.053,1.4677,0.4852,0.3876,1.0561,1.4669,1.2825,2.8529,1.2176,6.6785,1.3309,0.1142,0.751,1.0811,1.057,1.4676,1.7899,0.6857,2.2883
9.795,4.2389,4.7758,1.3852,2.1221,1.349,0.5758,6.6201,3.8926,3.8255,1.2832,1.7718,3.4872,2.4161,5.6725,0.7087,1.3289,0.451,5.3987,1.5946,2.9396,4.0537,3.4953,2.7705,4.043,12.353,3.9705,2.2658,3.3772,2.0698,0.6631,2.9013,1.0413,1.1863,7.1702,2.8937,0.9759,2.3858,4.6078,1.967,2.4905,0.3796,1.8543,0.6296,2.7644,2.5062,1.7658,2.249,7.0243,0.2269,1.1612,1.1541,1.9424,0,2.3697,1.2744,2.3697,2.4262,3.5617,5.1966,1.8382,,3.4811,2.9335,0.6623,0.3152,0.6293,2.0548,2.2972,4.9388,1.1048,7.4033,1.8221,0.1464,0.9523,0.8878,1.0409,1.7656,2.2006,0.4843,0.7984
